comprobante,numero,fecha,contraparte,id_cuenta,cuenta,categoria,op,ticker,cantidad,precio,importe,moneda,unidad,plazo,estado,informacion
CD 2025002213,2025002213,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,19250000.0,ARS,,,DIS,Depósito
CE 2025001967,2025001967,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-19250000.0,ARS,,,DIS,Extracción - TR 20250507103451
CE 2025001985,2025001985,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-19250000.0,ARS,,,DIS,Extracción - TR 20250507152205
BOL 2025062209,2025062209,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-326019.38,ARS,,,DIS,"Compra DLR052025 1.000,00@1183,00 (ARS)"
CLD 2025034206,2025034206,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,205500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 07/05/2025 - Cierre 1139,50"
CLD 2025034205,2025034205,2025-05-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-43500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 07/05/2025 - Cierre 1139,50"
CD 2025002188,2025002188,2025-05-06,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,57750000.0,ARS,,,DIS,Depósito
(#7515847),7515847,2025-05-06,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,0.0,ARS,,,DIS,Res. Futuros - Comit. 289036 (Rl)
BOL 2025060838,2025060838,2025-05-06,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,500.0,,-160014.94,ARS,,,DIS,"Compra DLR052025 500,00@1215,00 (ARS)"
CLD 2025033450,2025033450,2025-05-06,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,22750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 06/05/2025 - Cierre 1208,00"
CLD 2025033451,2025033451,2025-05-06,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-3500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 06/05/2025 - Cierre 1208,00"
CD 2025002143,2025002143,2025-05-05,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,26250000.0,ARS,,,DIS,Depósito
CLD 2025033406,2025033406,2025-05-05,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-57750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 05/05/2025 - Cierre 1214,50"
CE 2025001912,2025001912,2025-04-30,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-24500000.0,ARS,,,DIS,Extracción - TR 20250430183957
CLD 2025032666,2025032666,2025-04-30,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-26250000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 30/04/2025 - Cierre 1198,00"
ND 2025000508,2025000508,2025-04-30,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5764702.26,ARS,,,DIS,Derecho Registro Futuro DLR (Interferencia) - TC: 1070.42 (289036)
CE 2025001847,2025001847,2025-04-29,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-7000000.0,ARS,,,DIS,Extracción - TR 20250429105821
CLD 2025032239,2025032239,2025-04-29,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,24500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 29/04/2025 - Cierre 1190,50"
CD 2025002056,2025002056,2025-04-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,321391.13,ARS,,,DIS,Depósito
CE 2025001809,2025001809,2025-04-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-16250000.0,ARS,,,DIS,Extracción - TR 20250428102620
CLD 2025032182,2025032182,2025-04-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 28/04/2025 - Cierre 1197,50"
CD 2025002038,2025002038,2025-04-25,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,79759762.45,ARS,,,DIS,Depósito
BOL 2025055482,2025055482,2025-04-25,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-321391.13,ARS,,,DIS,"Compra DLR052025 1.000,00@1199,00 (ARS)"
CLD 2025031791,2025031791,2025-04-25,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,15750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 25/04/2025 - Cierre 1199,50"
CLD 2025031790,2025031790,2025-04-25,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 25/04/2025 - Cierre 1199,50"
CD 2025002022,2025002022,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,337250000.0,ARS,,,DIS,Depósito
BOL 2025054235,2025054235,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1210,00 (ARS)"
(#7498708),7498708,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,0.0,ARS,,,DIS,Res. Futuros - Comit. 289036 (Rl)
BOL 2025054238,2025054238,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,90.0,,-27479.56,ARS,,,DIS,"Compra DLR052025 90,00@1210,00 (ARS)"
BOL 2025054239,2025054239,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1210,00 (ARS)"
BOL 2025054241,2025054241,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,10.0,,-3053.29,ARS,,,DIS,"Compra DLR052025 10,00@1210,00 (ARS)"
BOL 2025054247,2025054247,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,90.0,,-27479.56,ARS,,,DIS,"Compra DLR052025 90,00@1214,00 (ARS)"
BOL 2025054236,2025054236,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1210,00 (ARS)"
BOL 2025054246,2025054246,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,15.0,,-4579.92,ARS,,,DIS,"Compra DLR052025 15,00@1214,00 (ARS)"
BOL 2025054249,2025054249,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1214,00 (ARS)"
BOL 2025054237,2025054237,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,90.0,,-27479.56,ARS,,,DIS,"Compra DLR052025 90,00@1210,00 (ARS)"
BOL 2025054240,2025054240,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,10.0,,-3053.29,ARS,,,DIS,"Compra DLR052025 10,00@1210,00 (ARS)"
BOL 2025054248,2025054248,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1214,00 (ARS)"
BOL 2025054251,2025054251,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,10.0,,-3053.29,ARS,,,DIS,"Compra DLR052025 10,00@1214,00 (ARS)"
BOL 2025054253,2025054253,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,85.0,,-25952.92,ARS,,,DIS,"Compra DLR052025 85,00@1214,00 (ARS)"
BOL 2025054366,2025054366,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-305328.38,ARS,,,DIS,"Compra DLR042025 1.000,00@1180,00 (ARS)"
BOL 2025054250,2025054250,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,100.0,,-30532.84,ARS,,,DIS,"Compra DLR052025 100,00@1214,00 (ARS)"
BOL 2025054255,2025054255,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-305328.38,ARS,,,DIS,"Compra DLR052025 1.000,00@1211,00 (ARS)"
CLD 2025031006,2025031006,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 24/04/2025 - Cierre 1174,50"
CLD 2025031005,2025031005,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 24/04/2025 - Cierre 1174,50"
CLD 2025031019,2025031019,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-48750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 24/04/2025 - Cierre 1203,00"
CLD 2025031022,2025031022,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 24/04/2025 - Cierre 1203,00"
CLD 2025031021,2025031021,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-8000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 24/04/2025 - Cierre 1203,00"
CLD 2025031020,2025031020,2025-04-24,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-3500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 24/04/2025 - Cierre 1203,00"
CD 2025002001,2025002001,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,141500000.0,ARS,,,DIS,Depósito
CD 2025002006,2025002006,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,145449.56,ARS,,,DIS,Depósito
BOL 2025052386,2025052386,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-296888.63,ARS,,,DIS,"Compra DLR072025 1.000,00@1211,00 (ARS)"
BOL 2025052840,2025052840,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-296888.63,ARS,,,DIS,"Venta DLR042025 1.000,00@1157,00 (ARS)"
CLD 2025030501,2025030501,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-10500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 23/04/2025 - Cierre 1167,50"
CLD 2025030513,2025030513,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-321750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 23/04/2025 - Cierre 1195,50"
CLD 2025030550,2025030550,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-54000000.0,ARS,,,DIS,"Diferencias diarias - [DLR072025] - 23/04/2025 - Cierre 1260,00"
CLD 2025030551,2025030551,2025-04-23,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,49000000.0,ARS,,,DIS,"Diferencias diarias - [DLR072025] - 23/04/2025 - Cierre 1260,00"
CD 2025001964,2025001964,2025-04-22,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,22736397.66,ARS,,,DIS,Depósito
BOL 2025051379,2025051379,2025-04-22,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-500.0,,-145449.56,ARS,,,DIS,"Venta DLR052025 500,00@1138,00 (ARS)"
CLD 2025030449,2025030449,2025-04-22,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-114000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 22/04/2025 - Cierre 1146,00"
CLD 2025030450,2025030450,2025-04-22,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-4000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 22/04/2025 - Cierre 1146,00"
CLD 2025030472,2025030472,2025-04-22,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-23500000.0,ARS,,,DIS,"Diferencias diarias - [DLR072025] - 22/04/2025 - Cierre 1206,00"
BOL 2025050090,2025050090,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1140,00 (ARS)"
BOL 2025050109,2025050109,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1115,00 (ARS)"
BOL 2025050093,2025050093,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1140,00 (ARS)"
BOL 2025050102,2025050102,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1115,00 (ARS)"
BOL 2025050100,2025050100,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR072025 1.000,00@1170,00 (ARS)"
CLD 2025029648,2025029648,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-36000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 21/04/2025 - Cierre 1127,00"
BOL 2025050391,2025050391,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1129,00 (ARS)"
BOL 2025050115,2025050115,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-1000.0,,-319485.38,ARS,,,DIS,"Venta DLR052025 1.000,00@1115,00 (ARS)"
CLD 2025029650,2025029650,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,26000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 21/04/2025 - Cierre 1127,00"
CLD 2025029649,2025029649,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 21/04/2025 - Cierre 1127,00"
CLD 2025029673,2025029673,2025-04-21,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-12500000.0,ARS,,,DIS,"Diferencias diarias - [DLR072025] - 21/04/2025 - Cierre 1182,50"
CD 2025001894,2025001894,2025-04-15,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,21837896.65,ARS,,,DIS,Depósito
CD 2025001876,2025001876,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,1763983.21,ARS,,,DIS,Depósito
CE 2025001532,2025001532,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-12500000.0,ARS,,,DIS,Extracción - TR 20250414103414
BOL 2025046913,2025046913,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293948.33,ARS,,,DIS,"Compra DLR042025 1.000,00@1200,00 (ARS)"
CLD 2025028208,2025028208,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,4250000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 14/04/2025 - Cierre 1244,00"
CLD 2025028207,2025028207,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-12000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 14/04/2025 - Cierre 1244,00"
BOL 2025046910,2025046910,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-395.0,,-116109.6,ARS,,,DIS,"Venta DLR052025 395,00@1220,00 (ARS)"
BOL 2025046911,2025046911,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,451.0,,-132570.69,ARS,,,DIS,"Compra DLR042025 451,00@1200,00 (ARS)"
BOL 2025046912,2025046912,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,49.0,,-14403.47,ARS,,,DIS,"Compra DLR042025 49,00@1200,00 (ARS)"
CLD 2025028190,2025028190,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-28500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 14/04/2025 - Cierre 1210,00"
BOL 2025046909,2025046909,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-105.0,,-30864.56,ARS,,,DIS,"Venta DLR052025 105,00@1220,00 (ARS)"
CLD 2025028191,2025028191,2025-04-14,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,15000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 14/04/2025 - Cierre 1210,00"
CD 2025001825,2025001825,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,307526500.0,ARS,,,DIS,Depósito
(#7480144),7480144,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,0.0,ARS,,,DIS,Res. Futuros - Comit. 289036 (Rl)
BOL 2025046075,2025046075,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293662.46,ARS,,,DIS,"Compra DLR042025 1.000,00@1188,00 (ARS)"
BOL 2025046074,2025046074,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293662.46,ARS,,,DIS,"Compra DLR042025 1.000,00@1186,00 (ARS)"
CLD 2025028112,2025028112,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,5000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 11/04/2025 - Cierre 1191,00"
CLD 2025028113,2025028113,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,8000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 11/04/2025 - Cierre 1191,00"
BOL 2025046271,2025046271,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293662.46,ARS,,,DIS,"Compra DLR042025 1.000,00@1187,00 (ARS)"
BOL 2025046076,2025046076,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293662.46,ARS,,,DIS,"Compra DLR042025 1.000,00@1187,00 (ARS)"
CLD 2025028114,2025028114,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 11/04/2025 - Cierre 1191,00"
CLD 2025028140,2025028140,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 11/04/2025 - Cierre 1235,50"
CLD 2025028115,2025028115,2025-04-11,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 11/04/2025 - Cierre 1191,00"
CD 2025001796,2025001796,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,12000000.0,ARS,,,DIS,Depósito
BOL 2025045326,2025045326,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-25.0,,-7339.53,ARS,,,DIS,"Venta DLR042025 25,00@1171,50 (ARS)"
BOL 2025045178,2025045178,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,500.0,,-146790.41,ARS,,,DIS,"Compra DLR052025 500,00@1178,00 (ARS)"
BOL 2025045171,2025045171,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,1000.0,,-293580.79,ARS,,,DIS,"Compra DLR052025 1.000,00@1181,00 (ARS)"
BOL 2025045333,2025045333,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-50.0,,-14679.04,ARS,,,DIS,"Venta DLR042025 50,00@1171,00 (ARS)"
BOL 2025045334,2025045334,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-289.0,,-84844.85,ARS,,,DIS,"Venta DLR042025 289,00@1170,00 (ARS)"
BOL 2025045328,2025045328,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,-136.0,,-39926.98,ARS,,,DIS,"Venta DLR042025 136,00@1171,00 (ARS)"
CLD 2025027721,2025027721,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-325000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 10/04/2025 - Cierre 1190,00"
CLD 2025027722,2025027722,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5780000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 10/04/2025 - Cierre 1190,00"
CLD 2025027724,2025027724,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-462500.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 10/04/2025 - Cierre 1190,00"
CLD 2025027723,2025027723,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-3534000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 10/04/2025 - Cierre 1190,00"
CLD 2025027748,2025027748,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,50500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 10/04/2025 - Cierre 1231,50"
CLD 2025027747,2025027747,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,26750000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 10/04/2025 - Cierre 1231,50"
CLD 2025027749,2025027749,2025-04-10,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-50000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 10/04/2025 - Cierre 1231,50"
CD 2025001767,2025001767,2025-04-09,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,12500000.0,ARS,,,DIS,Depósito
CLD 2025027258,2025027258,2025-04-09,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-7500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 09/04/2025 - Cierre 1125,00"
CLD 2025027271,2025027271,2025-04-09,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-4500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 09/04/2025 - Cierre 1181,50"
CD 2025001746,2025001746,2025-04-08,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,13000000.0,ARS,,,DIS,Depósito
CLD 2025026404,2025026404,2025-04-08,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-7500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 08/04/2025 - Cierre 1123,50"
CLD 2025026417,2025026417,2025-04-08,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-5000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 08/04/2025 - Cierre 1177,00"
CD 2025001719,2025001719,2025-04-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,36500000.0,ARS,,,DIS,Depósito
CLD 2025025964,2025025964,2025-04-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-2500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 07/04/2025 - Cierre 1122,00"
CLD 2025025980,2025025980,2025-04-07,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-10500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 07/04/2025 - Cierre 1172,00"
CE 2025001381,2025001381,2025-04-04,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-1500000.0,ARS,,,DIS,Extracción - TR 20250404104117
CLD 2025025524,2025025524,2025-04-04,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-30000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 04/04/2025 - Cierre 1121,50"
CLD 2025025536,2025025536,2025-04-04,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-6500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 04/04/2025 - Cierre 1161,50"
CE 2025001351,2025001351,2025-04-03,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-86000000.0,ARS,,,DIS,Extracción - TR 20250403102545
CLD 2025025110,2025025110,2025-04-03,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,1500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 03/04/2025 - Cierre 1155,00"
CE 2025001324,2025001324,2025-04-01,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-19500000.0,ARS,,,DIS,Extracción - TR 20250401103255
CLD 2025025059,2025025059,2025-04-01,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,67500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 01/04/2025 - Cierre 1115,50"
CLD 2025025073,2025025073,2025-04-01,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,18500000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 01/04/2025 - Cierre 1156,50"
CD 2025001605,2025001605,2025-03-31,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,77000000.0,ARS,,,DIS,Depósito
CD 2025001607,2025001607,2025-03-31,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,5000000.0,ARS,,,DIS,Depósito
CLD 2025024282,2025024282,2025-03-31,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,17500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 31/03/2025 - Cierre 1129,00"
CLD 2025024297,2025024297,2025-03-31,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 31/03/2025 - Cierre 1175,00"
ND 2025000370,2025000370,2025-03-31,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-4405831.82,ARS,,,DIS, Derecho Registro Futuro DLR (Interferencia) - TC: 1068.54 (289036)
CD 2025001582,2025001582,2025-03-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,deposito,,,,,584302.96,ARS,,,DIS,Depósito
CE 2025001280,2025001280,2025-03-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,extraccion,,,,,-1500000.0,ARS,,,DIS,Extracción - TR 20250328102007
CLD 2025024223,2025024223,2025-03-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-60000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042025] - 28/03/2025 - Cierre 1132,50"
CLD 2025024234,2025024234,2025-03-28,TORONTO,219,[219] TORONTO TRUST RENTA FIJA,otro,,,,,-17000000.0,ARS,,,DIS,"Diferencias diarias - [DLR052025] - 28/03/2025 - Cierre 1177,00"
