boleto,concertacion,id_cuenta,denominacion,mercado,moneda,operacion,tipo_operacion,instrumento,segmento,nivel_3,etapa,es_cierre,cantidad_ops,bruto,arancel,mep,estado_match,n_movimientos,tasa_pct,tasa_raw,cod_instrumento,nominal_info,nm_fecha,nm_ticker,nm_categoria,nm_op,nm_cantidad,nm_precio,nm_importe,nm_moneda,nm_plazo,nm_estado,nm_cuenta,nm_informacion,nm_cantidad_total_boleto,nm_importe_total_boleto
BOL 2026015909,2026-01-30,193,COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO310760004] #UCO310760004 Nro. 138343 Vto. 04/08/2026,COOPERATIVAS,PJ GRANDE,,NO,30000,41894596.11,221105.74,1458.18,OK,1,7.0,7,#UCO310760004,30000.0,2026-01-30,,otro,,30000,,-42177341.8,ARS,,DIS,[193] COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,"Compra [#UCO310760004] 30.000,00@7% (ARS Inm)",30000,-42177341.8
BOL 2026015057,2026-01-29,181,DON OSVALDO S.A,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV250360079] #UMV250360079 Nro. 138166 Vto. 27/03/2026,PRODUCTORES,PJ GRANDE,,NO,42050,59640846.53,0,1458.22,OK,1,11.0,11,#UMV250360079,42050.0,2026-01-29,,otro,,42050,,-59654557.96,ARS,,DIS,[181] DON OSVALDO S.A,"Compra [#UMV250360079] 42.050,00@11% (ARS Inm)",42050,-59654557.96
BOL 2026015058,2026-01-29,181,DON OSVALDO S.A,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV300360035] #UMV300360035 Nro. 138168 Vto. 01/04/2026,PRODUCTORES,PJ GRANDE,,NO,42200,59765062.65,0,1458.22,OK,1,11.0,11,#UMV300360035,42200.0,2026-01-29,,otro,,42200,,-59780007.9,ARS,,DIS,[181] DON OSVALDO S.A,"Compra [#UMV300360035] 42.200,00@11% (ARS Inm)",42200,-59780007.9
BOL 2026015059,2026-01-29,181,DON OSVALDO S.A,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV260360020] #UMV260360020 Nro. 138167 Vto. 30/03/2026,PRODUCTORES,PJ GRANDE,,NO,42080,59630401.42,0,1458.22,OK,1,11.0,11,#UMV260360020,42080.0,2026-01-29,,otro,,42080,,-59644831.98,ARS,,DIS,[181] DON OSVALDO S.A,"Compra [#UMV260360020] 42.080,00@11% (ARS Inm)",42080,-59644831.98
BOL 2026015060,2026-01-29,181,DON OSVALDO S.A,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV230360018] #UMV230360018 Nro. 138165 Vto. 27/03/2026,PRODUCTORES,PJ GRANDE,,NO,42000,59569923.6,0,1458.22,OK,1,11.0,11,#UMV230360018,42000.0,2026-01-29,,otro,,42000,,-59583618.73,ARS,,DIS,[181] DON OSVALDO S.A,"Compra [#UMV230360018] 42.000,00@11% (ARS Inm)",42000,-59583618.73
BOL 2026015479,2026-01-29,967,"PEDERSEN, PABLO ERNESTO",MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO150470001] #UCO150470001 Nro. 138266 Vto. 19/04/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13350764.75,267312.33,1458.22,OK,1,8.0,8,#UCO150470001,10000.0,2026-01-29,,otro,,10000,,-13679059,ARS,,DIS,"[967] PEDERSEN, PABLO ERNESTO","Compra [#UCO150470001] 10.000,00@8% (ARS 24hs)",10000,-13679059
BOL 2026015480,2026-01-29,437,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP230400203] *ARP230400203 Nro. 27218 Vto. 27/04/2026,PRODUCTORES,PJ GRANDE,,NO,10000000,9374357.92,23835.62,1458.22,OK,1,28.0,28,*ARP230400203,10000000.0,2026-01-29,,otro,,-10000000,,9338937.89,ARS,,DIS,[437] SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,"Subasta [*ARP230400203] 10.000.000,00@28% (ARS 24hs)",-10000000,9338937.89
BOL 2026015481,2026-01-29,254,COOPERATIVA AGRICOLA GANADERA DE ARROYO CABRAL LTDA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UTD200760001] #UTD200760001 Nro. 138284 Vto. 22/07/2026,COOPERATIVAS,PJ GRANDE,,NO,250000,353607328.35,1745958.9,1458.22,OK,1,7.5,"7,5",#UTD200760001,250000.0,2026-01-29,,otro,,-250000,,351237999.16,ARS,,DIS,[254] COOPERATIVA AGRICOLA GANADERA DE ARROYO CABRAL LTDA,"Subasta [#UTD200760001] 250.000,00@7,5% (ARS Inm)",-250000,351237999.16
BOL 2026015482,2026-01-29,967,"PEDERSEN, PABLO ERNESTO",MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO300470001] #UCO300470001 Nro. 138267 Vto. 04/05/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13310887.45,276343.15,1458.22,OK,1,8.0,8,#UCO300470001,10000.0,2026-01-29,,otro,,10000,,-13650094.52,ARS,,DIS,"[967] PEDERSEN, PABLO ERNESTO","Compra [#UCO300470001] 10.000,00@8% (ARS 24hs)",10000,-13650094.52
BOL 2026015483,2026-01-29,437,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP280400252] *ARP280400252 Nro. 27220 Vto. 30/04/2026,PRODUCTORES,PJ GRANDE,,NO,10000000,9354177.34,24657.53,1458.22,OK,1,28.0,28,*ARP280400252,10000000.0,2026-01-29,,otro,,-10000000,,9317550.59,ARS,,DIS,[437] SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,"Subasta [*ARP280400252] 10.000.000,00@28% (ARS 24hs)",-10000000,9317550.59
BOL 2026015484,2026-01-29,1321,"GUERRINI, JOSE LUIS",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO300370001] #UCO300370001 Nro. 138265 Vto. 01/04/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13398948.6,256475.34,1458.22,OK,1,8.0,8,#UCO300370001,10000.0,2026-01-29,,otro,,-10000,,13078885.8,ARS,,DIS,"[1321] GUERRINI, JOSE LUIS","Subasta [#UCO300370001] 10.000,00@8% (ARS 24hs)",-10000,13078885.8
BOL 2026015485,2026-01-29,967,"PEDERSEN, PABLO ERNESTO",MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO300370001] #UCO300370001 Nro. 138265 Vto. 01/04/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13398948.6,256475.34,1458.22,OK,1,8.0,8,#UCO300370001,10000.0,2026-01-29,,otro,,10000,,-13714147.57,ARS,,DIS,"[967] PEDERSEN, PABLO ERNESTO","Compra [#UCO300370001] 10.000,00@8% (ARS 24hs)",10000,-13714147.57
BOL 2026015486,2026-01-29,1321,"GUERRINI, JOSE LUIS",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO300470001] #UCO300470001 Nro. 138267 Vto. 04/05/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13310887.45,276343.15,1458.22,OK,1,8.0,8,#UCO300470001,10000.0,2026-01-29,,otro,,-10000,,12966848.54,ARS,,DIS,"[1321] GUERRINI, JOSE LUIS","Subasta [#UCO300470001] 10.000,00@8% (ARS 24hs)",-10000,12966848.54
BOL 2026015487,2026-01-29,180,COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD200760001] #UTD200760001 Nro. 138284 Vto. 22/07/2026,COOPERATIVAS,PJ GRANDE,,NO,250000,353607328.35,1745958.9,1458.22,OK,1,7.5,"7,5",#UTD200760001,250000.0,2026-01-29,,otro,,250000,,-355848298.08,ARS,,DIS,[180] COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,"Compra [#UTD200760001] 250.000,00@7,5% (ARS Inm)",250000,-355848298.08
BOL 2026015488,2026-01-29,437,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP230400204] *ARP230400204 Nro. 27219 Vto. 27/04/2026,PRODUCTORES,PJ GRANDE,,NO,10000000,9374357.92,23835.62,1458.22,OK,1,28.0,28,*ARP230400204,10000000.0,2026-01-29,,otro,,-10000000,,9338937.89,ARS,,DIS,[437] SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,"Subasta [*ARP230400204] 10.000.000,00@28% (ARS 24hs)",-10000000,9338937.89
BOL 2026015489,2026-01-29,437,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP280400253] *ARP280400253 Nro. 27221 Vto. 30/04/2026,PRODUCTORES,PJ GRANDE,,NO,11700000,10944387.49,28849.32,1458.22,OK,1,28.0,28,*ARP280400253,11700000.0,2026-01-29,,otro,,-11700000,,10901534.19,ARS,,DIS,[437] SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,"Subasta [*ARP280400253] 11.700.000,00@28% (ARS 24hs)",-11700000,10901534.19
BOL 2026015490,2026-01-29,1321,"GUERRINI, JOSE LUIS",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO150470001] #UCO150470001 Nro. 138266 Vto. 19/04/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10000,13350764.75,267312.33,1458.22,OK,1,8.0,8,#UCO150470001,10000.0,2026-01-29,,otro,,-10000,,13017624.17,ARS,,DIS,"[1321] GUERRINI, JOSE LUIS","Subasta [#UCO150470001] 10.000,00@8% (ARS 24hs)",-10000,13017624.17
BOL 2026013113,2026-01-26,1646,COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#USO180760001] #USO180760001 Nro. 134187 Vto. 22/07/2026,COOPERATIVAS,PJ GRANDE,,NO,4100,5604341.9,28495.16,1468.6,OK,1,10.0,10,#USO180760001,4100.0,2026-01-26,,otro,,4100,,-5640855.41,ARS,,DIS,[1646] COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,"Compra [#USO180760001] 4.100,00@10% (ARS Inm)",4100,-5640855.41
BOL 2026013120,2026-01-26,1646,COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO270170001] #UPO270170001 Nro. 137146 Vto. 29/01/2027,COOPERATIVAS,PJ GRANDE,,NO,40000,53558364.96,576421.22,1468.6,OK,1,7.0,7,#UPO270170001,40000.0,2026-01-26,,otro,,40000,,-54275276.33,ARS,,DIS,[1646] COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,"Compra [#UPO270170001] 40.000,00@7% (ARS 24hs)",40000,-54275276.33
BOL 2026013121,2026-01-26,1728,"BAZZI, GUSTAVO GABRIEL EMANUEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#USO180760001] #USO180760001 Nro. 134187 Vto. 22/07/2026,PRODUCTORES,PH RETAIL,,NO,4100,5604341.9,0,1468.6,OK,1,10.0,10,#USO180760001,4100.0,2026-01-26,,otro,,-4100,,5600273.14,ARS,,DIS,"[1728] BAZZI, GUSTAVO GABRIEL EMANUEL","Subasta [#USO180760001] 4.100,00@10% (ARS Inm)",-4100,5600273.14
BOL 2026013405,2026-01-26,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP300700181] *ARP300700181 Nro. 2220 Vto. 03/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,17000000,14403435.47,87561.64,1468.6,OK,1,35.0,35,*ARP300700181,17000000.0,2026-01-26,,otro,,-17000000,,14287028.99,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*ARP300700181] 17.000.000,00@35% (ARS 24hs)",-17000000,14287028.99
BOL 2026013406,2026-01-26,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP300700183] *ARP300700183 Nro. 2219 Vto. 03/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,15000000,12708913.65,77260.27,1468.6,OK,1,35.0,35,*ARP300700183,15000000.0,2026-01-26,,otro,,-15000000,,12606202.05,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*ARP300700183] 15.000.000,00@35% (ARS 24hs)",-15000000,12606202.05
BOL 2026013407,2026-01-26,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP300700182] *ARP300700182 Nro. 2218 Vto. 03/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,15000000,12708913.65,77260.27,1468.6,OK,1,35.0,35,*ARP300700182,15000000.0,2026-01-26,,otro,,-15000000,,12606202.05,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*ARP300700182] 15.000.000,00@35% (ARS 24hs)",-15000000,12606202.05
BOL 2026012159,2026-01-23,1646,COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UGA051060001] #UGA051060001 Nro. 137512 Vto. 07/10/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,68726013.99,496529.33,1466.92,OK,1,5.49,"5,49",#UGA051060001,50000.0,2026-01-23,,otro,,50000,,-69351762.02,ARS,,DIS,[1646] COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,"Compra [#UGA051060001] 50.000,00@5,49% (ARS 24hs)",50000,-69351762.02
BOL 2026012317,2026-01-23,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY240400016] *CUY240400016 Nro. 1617 Vto. 28/04/2026,TERCEROS,PJ GRANDE,,NO,34500000,32225662.81,86958.9,1466.92,OK,1,28.0,28,*CUY240400016,34500000.0,2026-01-23,,otro,,-34500000,,32097046.71,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*CUY240400016] 34.500.000,00@28% (ARS 24hs)",-34500000,32097046.71
BOL 2026012318,2026-01-23,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY130400015] *CUY130400015 Nro. 362 Vto. 15/04/2026,TERCEROS,PJ MEDIANA,,NO,34500000,32396449.7,74671.23,1466.92,OK,1,30.0,30,*CUY130400015,34500000.0,2026-01-23,,otro,,-34500000,,32285452.33,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*CUY130400015] 34.500.000,00@30% (ARS 24hs)",-34500000,32285452.33
BOL 2026012319,2026-01-23,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY170400017] *CUY170400017 Nro. 364 Vto. 21/04/2026,TERCEROS,PJ MEDIANA,,NO,34500000,32247119.08,80342.47,1466.92,OK,1,30.0,30,*CUY170400017,34500000.0,2026-01-23,,otro,,-34500000,,32127793.91,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*CUY170400017] 34.500.000,00@30% (ARS 24hs)",-34500000,32127793.91
BOL 2026012320,2026-01-23,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY160400028] *CUY160400028 Nro. 1614 Vto. 20/04/2026,TERCEROS,PJ GRANDE,,NO,34500000,32411458.87,79397.26,1466.92,OK,1,28.0,28,*CUY160400028,34500000.0,2026-01-23,,otro,,-34500000,,32293426.18,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*CUY160400028] 34.500.000,00@28% (ARS 24hs)",-34500000,32293426.18
BOL 2026012321,2026-01-23,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY150400034] *CUY150400034 Nro. 363 Vto. 17/04/2026,TERCEROS,PJ MEDIANA,,NO,34500000,32346519.39,76561.64,1466.92,OK,1,30.0,30,*CUY150400034,34500000.0,2026-01-23,,otro,,-34500000,,32232744.58,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*CUY150400034] 34.500.000,00@30% (ARS 24hs)",-34500000,32232744.58
BOL 2026012322,2026-01-23,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY220400034] *CUY220400034 Nro. 1616 Vto. 24/04/2026,TERCEROS,PJ GRANDE,,NO,34500000,32318293.81,83178.08,1466.92,OK,1,28.0,28,*CUY220400034,34500000.0,2026-01-23,,otro,,-34500000,,32194706.65,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*CUY220400034] 34.500.000,00@28% (ARS 24hs)",-34500000,32194706.65
BOL 2026012323,2026-01-23,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY140400020] *CUY140400020 Nro. 1613 Vto. 16/04/2026,TERCEROS,PJ GRANDE,,NO,34500000,32505162.62,75616.44,1466.92,OK,1,28.0,28,*CUY140400020,34500000.0,2026-01-23,,otro,,-34500000,,32392690.06,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*CUY140400020] 34.500.000,00@28% (ARS 24hs)",-34500000,32392690.06
BOL 2026012324,2026-01-23,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY210400029] *CUY210400029 Nro. 365 Vto. 23/04/2026,TERCEROS,PJ MEDIANA,,NO,34500000,32197647.66,82232.88,1466.92,OK,1,30.0,30,*CUY210400029,34500000.0,2026-01-23,,otro,,-34500000,,32075549.57,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*CUY210400029] 34.500.000,00@30% (ARS 24hs)",-34500000,32075549.57
BOL 2026012325,2026-01-23,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY200400029] *CUY200400029 Nro. 1615 Vto. 22/04/2026,TERCEROS,PJ GRANDE,,NO,34500000,32364809.29,81287.67,1466.92,OK,1,28.0,28,*CUY200400029,34500000.0,2026-01-23,,otro,,-34500000,,32243998.67,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*CUY200400029] 34.500.000,00@28% (ARS 24hs)",-34500000,32243998.67
BOL 2026012326,2026-01-23,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CUY230400027] *CUY230400027 Nro. 366 Vto. 27/04/2026,TERCEROS,PJ MEDIANA,,NO,34500000,32099158.81,86013.7,1466.92,OK,1,30.0,30,*CUY230400027,34500000.0,2026-01-23,,otro,,-34500000,,31971778.23,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*CUY230400027] 34.500.000,00@30% (ARS 24hs)",-34500000,31971778.23
BOL 2026012560,2026-01-23,180,COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UGC290760001] #UGC290760001 Nro. 137644 Vto. 31/07/2026,COOPERATIVAS,PJ GRANDE,,NO,37000,50919009.78,269064.16,1466.92,OK,1,7.25,"7,25",#UGC290760001,37000.0,2026-01-23,,otro,,37000,,-51263061.01,ARS,,DIS,[180] COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,"Compra [#UGC290760001] 37.000,00@7,25% (ARS 24hs)",37000,-51263061.01
BOL 2026012561,2026-01-23,180,COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UGC170760001] #UGC170760001 Nro. 137643 Vto. 21/07/2026,COOPERATIVAS,PJ GRANDE,,NO,37000,51016733.01,254598.34,1466.92,OK,1,7.25,"7,25",#UGC170760001,37000.0,2026-01-23,,otro,,37000,,-51343316.07,ARS,,DIS,[180] COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,"Compra [#UGC170760001] 37.000,00@7,25% (ARS 24hs)",37000,-51343316.07
BOL 2026012973,2026-01-23,437,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*ARP100600244] *ARP100600244 Nro. 1853 Vto. 12/06/2026,PRODUCTORES,PJ GRANDE,,NO,15000000,13414021.63,56301.37,1466.92,OK,1,31.5,"31,5",*ARP100600244,15000000.0,2026-01-23,,otro,,-15000000,,13336158.39,ARS,,DIS,[437] SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID SH,"Subasta [*ARP100600244] 15.000.000,00@31,5% (ARS 24hs)",-15000000,13336158.39
BOL 2026011639,2026-01-22,180,COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO150760004] #UNO150760004 Nro. 137205 Vto. 17/07/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,69007554.8,342755.46,1458.81,OK,1,7.5,"7,5",#UNO150760004,50000.0,2026-01-22,,otro,,50000,,-69447338.66,ARS,,DIS,[180] COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,"Compra [#UNO150760004] 50.000,00@7,5% (ARS 24hs)",50000,-69447338.66
BOL 2026011640,2026-01-22,180,COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO200760003] #UNO200760003 Nro. 137204 Vto. 22/07/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,137878379.74,705096.94,1458.81,OK,1,7.5,"7,5",#UNO200760003,100000.0,2026-01-22,,otro,,100000,,-138781596.89,ARS,,DIS,[180] COOPERATIVA AGRICOLA GANADERA FEDERADA DE VILLA CAÑAS LTDA,"Compra [#UNO200760003] 100.000,00@7,5% (ARS 24hs)",100000,-138781596.89
BOL 2026011974,2026-01-22,1646,COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO210170001] #UPO210170001 Nro. 137403 Vto. 25/01/2027,COOPERATIVAS,PJ GRANDE,,NO,118000,156883314.42,1696384.89,1458.81,OK,1,7.5,"7,5",#UPO210170001,118000.0,2026-01-22,,otro,,118000,,-158992888.78,ARS,,DIS,[1646] COOPERATIVA DE SERVICIOS PUBLICOS GENERAL DON JOSE DE SAN MARTIN LTDA,"Compra [#UPO210170001] 118.000,00@7,5% (ARS 24hs)",118000,-158992888.78
BOL 2026010917,2026-01-21,1728,"BAZZI, GUSTAVO GABRIEL EMANUEL",MAV,ARS,Compras Pagares,Pagarés - Compra,[#USO180760001] #USO180760001 Nro. 134187 Vto. 22/07/2026,PRODUCTORES,PH RETAIL,,NO,4100,5607972.66,14594.22,1463.53,OK,1,10.0,10,#USO180760001,4100.0,2026-01-21,,otro,,4100,,-5627667.36,ARS,,DIS,"[1728] BAZZI, GUSTAVO GABRIEL EMANUEL","Compra [#USO180760001] 4.100,00@10% (ARS 24hs)",4100,-5627667.36
BOL 2026010918,2026-01-21,937,"DONET, ALBERTO",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO310760003] #UCO310760003 Nro. 137083 Vto. 04/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,12000,16805417.6,93120,1463.53,OK,1,8.0,8,#UCO310760003,12000.0,2026-01-21,,otro,,-12000,,16680541.67,ARS,,DIS,"[937] DONET, ALBERTO","Subasta [#UCO310760003] 12.000,00@8% (ARS 24hs)",-12000,16680541.67
BOL 2026010919,2026-01-21,153,COOPERATIVA AGROPECUARIA LTDA DE MAXIMO PAZ,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO310760003] #UCO310760003 Nro. 137083 Vto. 04/08/2026,COOPERATIVAS,PJ GRANDE,,NO,12000,16805417.6,93120,1463.53,OK,1,8.0,8,#UCO310760003,12000.0,2026-01-21,,otro,,12000,,-16924193.17,ARS,,DIS,[153] COOPERATIVA AGROPECUARIA LTDA DE MAXIMO PAZ,"Compra [#UCO310760003] 12.000,00@8% (ARS 24hs)",12000,-16924193.17
BOL 2026011081,2026-01-21,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI151260002] #UBI151260002 Nro. 137270 Vto. 17/12/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,133879301.9,1297963.5,1463.53,OK,1,8.0,8,#UBI151260002,100000.0,2026-01-21,,otro,,-100000,,132211569.69,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UBI151260002] 100.000,00@8% (ARS Inm)",-100000,132211569.69
BOL 2026011082,2026-01-21,193,COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI150760001] #UBI150760001 Nro. 137269 Vto. 17/07/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,138201183.09,696180.42,1463.53,OK,1,8.0,8,#UBI150760001,100000.0,2026-01-21,,otro,,100000,,-139093728.42,ARS,,DIS,[193] COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,"Compra [#UBI150760001] 100.000,00@8% (ARS Inm)",100000,-139093728.42
BOL 2026011083,2026-01-21,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI150760001] #UBI150760001 Nro. 137269 Vto. 17/07/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,138201183.09,696180.42,1463.53,OK,1,8.0,8,#UBI150760001,100000.0,2026-01-21,,otro,,-100000,,137258470.72,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UBI150760001] 100.000,00@8% (ARS Inm)",-100000,137258470.72
BOL 2026011084,2026-01-21,193,COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI151260002] #UBI151260002 Nro. 137270 Vto. 17/12/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,133879301.9,1297963.5,1463.53,OK,1,8.0,8,#UBI151260002,100000.0,2026-01-21,,otro,,100000,,-135498435.93,ARS,,DIS,[193] COOPERATIVA AGROPECUARIA MIXTA DE IRIGOYEN LIMITADA,"Compra [#UBI151260002] 100.000,00@8% (ARS Inm)",100000,-135498435.93
