boleto,concertacion,id_cuenta,denominacion,mercado,moneda,operacion,tipo_operacion,instrumento,segmento,nivel_3,etapa,es_cierre,cantidad_ops,bruto,arancel,mep,estado_match,n_movimientos,tasa_pct,tasa_raw,cod_instrumento,nominal_info,nm_fecha,nm_ticker,nm_categoria,nm_op,nm_cantidad,nm_precio,nm_importe,nm_moneda,nm_plazo,nm_estado,nm_cuenta,nm_informacion,nm_cantidad_total_boleto,nm_importe_total_boleto
BOL 2026089055,2026-06-02,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV150301308] *MAV150301308 Nro. 436009 Vto. 17/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,412187189.45,789041.1,1450.9865,OK,1,27.0,27,*MAV150301308,500000000.0,2026-06-02,,otro,,500000000,,-413291553.13,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [*MAV150301308] 500.000.000,00@27% (ARS Inm)",500000000,-413291553.13
BOL 2026088153,2026-06-01,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC051160003] #UAC051160003 Nro. 151641 Vto. 10/11/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,69957115.8,315383.56,1445.3467,OK,1,5.0,5,#UAC051160003,50000.0,2026-06-01,,otro,,50000,,-70364124.34,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UAC051160003] 50.000,00@5% (ARS 24hs)",50000,-70364124.34
BOL 2026088173,2026-06-01,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO011260001] #UNO011260001 Nro. 152057 Vto. 03/12/2026,COOPERATIVAS,PJ GRANDE,,NO,60000,81932724.69,426564.55,1445.3467,OK,1,6.5,"6,5",#UNO011260001,60000.0,2026-06-01,,otro,,60000,,-82478609.38,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UNO011260001] 60.000,00@6,5% (ARS 24hs)",60000,-82478609.38
BOL 2026086413,2026-05-29,240,FCI TORONTO TRUST ABIERTO PYME,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV310301575] *MAV310301575 Nro. 436011 Vto. 05/04/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,406485956.8,852054.79,1437.6176,OK,1,27.0,27,*MAV310301575,500000000.0,2026-05-29,,otro,,500000000,,-1178540.70999998,ARS,,DIS,[240] FCI TORONTO TRUST ABIERTO PYME,"Compra [*MAV310301575] 500.000.000,00@27% (ARS Inm)",500000000,-1178540.70999998
BOL 2026086414,2026-05-29,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV310301575] *MAV310301575 Nro. 436011 Vto. 05/04/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,406485956.8,2130136.99,1437.6176,OK,1,27.0,27,*MAV310301575,500000000.0,2026-05-29,,otro,,-500000000,,403613382.19,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV310301575] 500.000.000,00@27% (ARS Inm)",-500000000,403613382.19
BOL 2026086415,2026-05-29,240,FCI TORONTO TRUST ABIERTO PYME,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV290300914] *MAV290300914 Nro. 436010 Vto. 31/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,407711898.5,838356.16,1437.6176,OK,1,27.0,27,*MAV290300914,500000000.0,2026-05-29,,otro,,500000000,,-1162410.37,ARS,,DIS,[240] FCI TORONTO TRUST ABIERTO PYME,"Compra [*MAV290300914] 500.000.000,00@27% (ARS Inm)",500000000,-1162410.37
BOL 2026086416,2026-05-29,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV290300914] *MAV290300914 Nro. 436010 Vto. 31/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,407711898.5,2095890.41,1437.6176,OK,1,27.0,27,*MAV290300914,500000000.0,2026-05-29,,otro,,-500000000,,404879872.25,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV290300914] 500.000.000,00@27% (ARS Inm)",-500000000,404879872.25
BOL 2026085503,2026-05-28,168,COOPERATIVA AGRICOLA MIXTA DE MARGARITA LIMITADA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI150270001] #UBI150270001 Nro. 150517 Vto. 17/02/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,135248539.5,1020688.81,1433.2502,OK,1,6.0,6,#UBI150270001,100000.0,2026-05-28,,otro,,-100000,,133915315.58,ARS,,DIS,[168] COOPERATIVA AGRICOLA MIXTA DE MARGARITA LIMITADA,"Subasta [#UBI150270001] 100.000,00@6% (ARS 24hs)",-100000,133915315.58
BOL 2026084142,2026-05-26,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*FDE180800026] *FDE180800026 Nro. 392 Vto. 20/08/2026,TERCEROS,PJ MEDIANA,,NO,50000000,47323929.05,117808.22,1434.2393,OK,1,24.0,24,*FDE180800026,50000000.0,2026-05-26,,otro,,-50000000,,46586576.01,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*FDE180800026] 50.000.000,00@24% (ARS Inm)",-50000000,46586576.01
BOL 2026084143,2026-05-26,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*FDE190800029] *FDE190800029 Nro. 393 Vto. 21/08/2026,TERCEROS,PJ MEDIANA,,NO,50000000,47294495.7,119178.08,1434.2393,OK,1,24.0,24,*FDE190800029,50000000.0,2026-05-26,,otro,,-50000000,,46548943.04,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*FDE190800029] 50.000.000,00@24% (ARS Inm)",-50000000,46548943.04
BOL 2026084144,2026-05-26,146,COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*FDE190800029] *FDE190800029 Nro. 393 Vto. 21/08/2026,COOPERATIVAS,PJ GRANDE,,NO,50000000,47294495.7,119178.08,1434.2393,OK,1,24.0,24,*FDE190800029,50000000.0,2026-05-26,,otro,,50000000,,-47455296.81,ARS,,DIS,[146] COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,"Compra [*FDE190800029] 50.000.000,00@24% (ARS Inm)",50000000,-47455296.81
BOL 2026084145,2026-05-26,146,COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*FDE180800026] *FDE180800026 Nro. 392 Vto. 20/08/2026,COOPERATIVAS,PJ GRANDE,,NO,50000000,47323929.05,117808.22,1434.2393,OK,1,24.0,24,*FDE180800026,50000000.0,2026-05-26,,otro,,50000000,,-47482892.09,ARS,,DIS,[146] COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,"Compra [*FDE180800026] 50.000.000,00@24% (ARS Inm)",50000000,-47482892.09
BOL 2026083227,2026-05-22,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UTD300470001] #UTD300470001 Nro. 150920 Vto. 04/05/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,393344604.9,3970546.55,1429.0414,OK,1,6.5,"6,5",#UTD300470001,300000.0,2026-05-22,,otro,,-300000,,388254675.34,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UTD300470001] 300.000,00@6,5% (ARS Inm)",-300000,388254675.34
BOL 2026083228,2026-05-22,146,COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD300470001] #UTD300470001 Nro. 150920 Vto. 04/05/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,393344604.9,3970546.55,1429.0414,OK,1,6.5,"6,5",#UTD300470001,300000.0,2026-05-22,,otro,,300000,,-398291750.27,ARS,,DIS,[146] COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,"Compra [#UTD300470001] 300.000,00@6,5% (ARS Inm)",300000,-398291750.27
BOL 2026083419,2026-05-22,105,LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV210570007] #UMV210570007 Nro. 150981 Vto. 26/05/2027,INSTITUCIONALES,PJ GRANDE,,NO,105000,141920297.1,1461779.03,1429.0414,OK,1,3.0,3,#UMV210570007,105000.0,2026-05-22,,otro,,105000,,-143740566.77,ARS,,DIS,[105] LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,"Compra [#UMV210570007] 105.000,00@3% (ARS 24hs)",105000,-143740566.77
BOL 2026083420,2026-05-22,795,DETX MOL SA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV210570007] #UMV210570007 Nro. 150981 Vto. 26/05/2027,CORPORATIVOS,PJ PEQUEÑA,,NO,105000,141920297.1,1461779.03,1429.0414,OK,1,3.0,3,#UMV210570007,105000.0,2026-05-22,,otro,,-105000,,140048510.3,ARS,,DIS,[795] DETX MOL SA,"Subasta [#UMV210570007] 105.000,00@3% (ARS 24hs)",-105000,140048510.3
BOL 2026083548,2026-05-22,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*FDE180800027] *FDE180800027 Nro. 1704 Vto. 20/08/2026,TERCEROS,PJ GRANDE,,NO,50000000,47218628.72,117808.22,1429.0414,OK,1,25.0,25,*FDE180800027,50000000.0,2026-05-22,,otro,,-50000000,,47043323.64,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*FDE180800027] 50.000.000,00@25% (ARS 24hs)",-50000000,47043323.64
BOL 2026083549,2026-05-22,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*FDE190800030] *FDE190800030 Nro. 1705 Vto. 21/08/2026,TERCEROS,PJ GRANDE,,NO,50000000,47188106.01,119178.08,1429.0414,OK,1,25.0,25,*FDE190800030,50000000.0,2026-05-22,,otro,,-50000000,,47010783.92,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*FDE190800030] 50.000.000,00@25% (ARS 24hs)",-50000000,47010783.92
BOL 2026080744,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD220770001] #UTD220770001 Nro. 150768 Vto. 26/07/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25771991.66,330374.13,1433.9563,OK,1,7.25,"7,25",#UTD220770001,20000.0,2026-05-20,,otro,,20000,,-26181099.6,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD220770001] 20.000,00@7,25% (ARS 24hs)",20000,-26181099.6
BOL 2026080745,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD160770001] #UTD160770001 Nro. 150767 Vto. 20/07/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25800319.71,325774.96,1433.9563,OK,1,7.25,"7,25",#UTD160770001,20000.0,2026-05-20,,otro,,20000,,-26203872.93,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD160770001] 20.000,00@7,25% (ARS 24hs)",20000,-26203872.93
BOL 2026080746,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD240670001] #UTD240670001 Nro. 150764 Vto. 28/06/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25904706.82,308911.31,1433.9563,OK,1,7.25,"7,25",#UTD240670001,20000.0,2026-05-20,,otro,,20000,,-26287892.92,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD240670001] 20.000,00@7,25% (ARS 24hs)",20000,-26287892.92
BOL 2026080747,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD170670001] #UTD170670001 Nro. 150763 Vto. 22/06/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25933314.65,304312.14,1433.9563,OK,1,7.25,"7,25",#UTD170670001,20000.0,2026-05-20,,otro,,20000,,-26310946.13,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD170670001] 20.000,00@7,25% (ARS 24hs)",20000,-26310946.13
BOL 2026080748,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD120870001] #UTD120870001 Nro. 150770 Vto. 17/08/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25668667.72,347237.78,1433.9563,OK,1,7.25,"7,25",#UTD120870001,20000.0,2026-05-20,,otro,,20000,,-26098143.16,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD120870001] 20.000,00@7,25% (ARS 24hs)",20000,-26098143.16
BOL 2026080749,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD010770001] #UTD010770001 Nro. 150765 Vto. 05/07/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25871398.63,314277.02,1433.9563,OK,1,7.25,"7,25",#UTD010770001,20000.0,2026-05-20,,otro,,20000,,-26261065.14,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD010770001] 20.000,00@7,25% (ARS 24hs)",20000,-26261065.14
BOL 2026080750,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD100670001] #UTD100670001 Nro. 150762 Vto. 14/06/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25971575,298179.9,1433.9563,OK,1,7.25,"7,25",#UTD100670001,20000.0,2026-05-20,,otro,,20000,,-26341800.36,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD100670001] 20.000,00@7,25% (ARS 24hs)",20000,-26341800.36
BOL 2026080751,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD180870001] #UTD180870001 Nro. 150772 Vto. 20/08/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25654636.59,349537.37,1433.9563,OK,1,7.25,"7,25",#UTD180870001,20000.0,2026-05-20,,otro,,20000,,-26086889.44,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD180870001] 20.000,00@7,25% (ARS 24hs)",20000,-26086889.44
BOL 2026080752,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD080770001] #UTD080770001 Nro. 150766 Vto. 13/07/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25833432.05,320409.25,1433.9563,OK,1,7.25,"7,25",#UTD080770001,20000.0,2026-05-20,,otro,,20000,,-26230504.78,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD080770001] 20.000,00@7,25% (ARS 24hs)",20000,-26230504.78
BOL 2026080753,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UTD050870001] #UTD050870001 Nro. 150769 Vto. 09/08/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,25706144.68,341105.55,1433.9563,OK,1,7.25,"7,25",#UTD050870001,20000.0,2026-05-20,,otro,,20000,,-26128213.72,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UTD050870001] 20.000,00@7,25% (ARS 24hs)",20000,-26128213.72
BOL 2026080805,2026-05-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI200570001] #UBI200570001 Nro. 150412 Vto. 24/05/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,133266474.6,1431671.23,1433.9563,OK,1,6.5,"6,5",#UBI200570001,100000.0,2026-05-20,,otro,,100000,,-135047172.52,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UBI200570001] 100.000,00@6,5% (ARS 24hs)",100000,-135047172.52
BOL 2026079978,2026-05-19,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO140570002] #UNO140570002 Nro. 150557 Vto. 18/05/2027,COOPERATIVAS,PJ GRANDE,,NO,39000,50972754.51,542549.34,1436.3838,OK,1,6.75,"6,75",#UNO140570002,39000.0,2026-05-19,,otro,,39000,,-51647742.32,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO140570002] 39.000,00@6,75% (ARS Inm)",39000,-51647742.32
BOL 2026079979,2026-05-19,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO070570002] #UNO070570002 Nro. 150543 Vto. 11/05/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,26171609.41,272879.85,1436.3838,OK,1,6.75,"6,75",#UNO070570002,20000.0,2026-05-19,,otro,,20000,,-26511294.32,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO070570002] 20.000,00@6,75% (ARS Inm)",20000,-26511294.32
BOL 2026079980,2026-05-19,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO140570001] #UNO140570001 Nro. 150545 Vto. 18/05/2027,COOPERATIVAS,PJ GRANDE,,NO,30000,39209803.65,417345.65,1436.3838,OK,1,6.75,"6,75",#UNO140570001,30000.0,2026-05-19,,otro,,30000,,-39729025.05,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO140570001] 30.000,00@6,75% (ARS Inm)",30000,-39729025.05
BOL 2026079489,2026-05-18,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR080570001] #UAR080570001 Nro. 149728 Vto. 12/05/2027,COOPERATIVAS,PJ GRANDE,,NO,25000,33526966.8,348191.78,1432.8689,OK,1,6.0,6,#UAR080570001,25000.0,2026-05-18,,otro,,25000,,-33960449.14,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR080570001] 25.000,00@6% (ARS 24hs)",25000,-33960449.14
BOL 2026079490,2026-05-18,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR130570002] #UAR130570002 Nro. 149729 Vto. 17/05/2027,COOPERATIVAS,PJ GRANDE,,NO,25000,33500952.4,353054.79,1432.8689,OK,1,6.0,6,#UAR130570002,25000.0,2026-05-18,,otro,,25000,,-33940309.55,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR130570002] 25.000,00@6% (ARS 24hs)",25000,-33940309.55
BOL 2026079491,2026-05-18,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR180570002] #UAR180570002 Nro. 149730 Vto. 20/05/2027,COOPERATIVAS,PJ GRANDE,,NO,25000,33485375,355972.6,1432.8689,OK,1,6.0,6,#UAR180570002,25000.0,2026-05-18,,otro,,25000,,-33928257.04,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR180570002] 25.000,00@6% (ARS 24hs)",25000,-33928257.04
BOL 2026078204,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC140570001] #UAC140570001 Nro. 149896 Vto. 18/05/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,396010091.4,4214050.27,1427.039,OK,1,5.5,"5,5",#UAC140570001,300000.0,2026-05-15,,otro,,300000,,-401252843.86,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAC140570001] 300.000,00@5,5% (ARS Inm)",300000,-401252843.86
BOL 2026078209,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO200570001] #UPO200570001 Nro. 149955 Vto. 24/05/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,130937815.2,1427585.87,1427.039,OK,1,6.25,"6,25",#UPO200570001,100000.0,2026-05-15,,otro,,100000,,-132712724.48,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UPO200570001] 100.000,00@6,25% (ARS Inm)",100000,-132712724.48
BOL 2026078281,2026-05-15,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*POT080900081] *POT080900081 Nro. 9991911 Vto. 10/09/2026,PRODUCTORES,PJ GRANDE,,NO,40000000,37304566.23,129315.07,1427.039,OK,1,22.35,"22,35",*POT080900081,40000000.0,2026-05-15,,otro,,-40000000,,37121011.88,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*POT080900081] 40.000.000,00@22,35% (ARS Inm)",-40000000,37121011.88
BOL 2026078282,2026-05-15,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*POT160900072] *POT160900072 Nro. 9991913 Vto. 18/09/2026,PRODUCTORES,PJ GRANDE,,NO,40000000,37134914.2,138082.19,1427.039,OK,1,22.35,"22,35",*POT160900072,40000000.0,2026-05-15,,otro,,-40000000,,36940874.8,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*POT160900072] 40.000.000,00@22,35% (ARS Inm)",-40000000,36940874.8
BOL 2026078283,2026-05-15,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*POT050900064] *POT050900064 Nro. 9991910 Vto. 09/09/2026,PRODUCTORES,PJ GRANDE,,NO,40000000,37325881.79,128219.18,1427.039,OK,1,22.35,"22,35",*POT050900064,40000000.0,2026-05-15,,otro,,-40000000,,37143637.99,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*POT050900064] 40.000.000,00@22,35% (ARS Inm)",-40000000,37143637.99
BOL 2026078284,2026-05-15,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*POT130900063] *POT130900063 Nro. 9991912 Vto. 16/09/2026,PRODUCTORES,PJ GRANDE,,NO,40000000,37177182.38,135890.41,1427.039,OK,1,22.35,"22,35",*POT130900063,40000000.0,2026-05-15,,otro,,-40000000,,36985764.34,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*POT130900063] 40.000.000,00@22,35% (ARS Inm)",-40000000,36985764.34
BOL 2026078285,2026-05-15,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*POT010900080] *POT010900080 Nro. 9991909 Vto. 03/09/2026,PRODUCTORES,PJ GRANDE,,NO,40000000,37454288.45,121643.84,1427.039,OK,1,22.35,"22,35",*POT010900080,40000000.0,2026-05-15,,otro,,-40000000,,37279907.59,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*POT010900080] 40.000.000,00@22,35% (ARS Inm)",-40000000,37279907.59
BOL 2026078374,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR030570001] #UAR030570001 Nro. 149758 Vto. 05/05/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,26461115.82,268722.05,1427.039,OK,1,5.5,"5,5",#UAR030570001,20000.0,2026-05-15,,otro,,20000,,-26795874.88,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR030570001] 20.000,00@5,5% (ARS 24hs)",20000,-26795874.88
BOL 2026078375,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR070570002] #UAR070570002 Nro. 149759 Vto. 11/05/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,26438420.07,273302.54,1427.039,OK,1,5.5,"5,5",#UAR070570002,20000.0,2026-05-15,,otro,,20000,,-26778713.29,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR070570002] 20.000,00@5,5% (ARS 24hs)",20000,-26778713.29
BOL 2026078376,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR120570002] #UAR120570002 Nro. 149761 Vto. 14/05/2027,COOPERATIVAS,PJ GRANDE,,NO,17500,23123697.75,241143.68,1427.039,OK,1,5.5,"5,5",#UAR120570002,17500.0,2026-05-15,,otro,,17500,,-23423875.5,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAR120570002] 17.500,00@5,5% (ARS 24hs)",17500,-23423875.5
BOL 2026078668,2026-05-15,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO300570001] #UPO300570001 Nro. 149792 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,70746.26,92499639.42,1034267.55,1427.039,OK,1,6.25,"6,25",#UPO300570001,70746.26,2026-05-15,,otro,,70746.26,,-93784680.53,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UPO300570001] 70.746,26@6,25% (ARS Inm)",70746.26,-93784680.53
BOL 2026078739,2026-05-15,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI301160001] #UBI301160001 Nro. 150075 Vto. 02/12/2026,COOPERATIVAS,PJ GRANDE,,NO,55000,74407766.95,415679.42,1427.039,OK,1,5.5,"5,5",#UBI301160001,55000.0,2026-05-15,,otro,,55000,,-74937749.07,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UBI301160001] 55.000,00@5,5% (ARS 24hs)",55000,-74937749.07
